INFO:root:Number of parameters: 369498
INFO:root:000: Acc-tr:  52.15, Acc-val:  51.02, L-tr: 1.3028, L-val: 1.3214
INFO:root:025: Acc-tr:  93.59, Acc-val:  81.58, L-tr: 0.1806, L-val: 0.7209
INFO:root:026: Acc-tr:  94.78, Acc-val:  82.42, L-tr: 0.1465, L-val: 0.6319
INFO:root:027: Acc-tr:  93.93, Acc-val:  82.22, L-tr: 0.1705, L-val: 0.6803
INFO:root:028: Acc-tr:  91.53, Acc-val:  79.92, L-tr: 0.2456, L-val: 0.7984
INFO:root:029: Acc-tr:  92.67, Acc-val:  80.57, L-tr: 0.2040, L-val: 0.7665
INFO:root:030: Acc-tr:  96.77, Acc-val:  83.89, L-tr: 0.0926, L-val: 0.6184
INFO:root:031: Acc-tr:  95.93, Acc-val:  82.67, L-tr: 0.1124, L-val: 0.6732
INFO:root:032: Acc-tr:  95.46, Acc-val:  82.16, L-tr: 0.1284, L-val: 0.6960
INFO:root:033: Acc-tr:  95.24, Acc-val:  82.42, L-tr: 0.1370, L-val: 0.6879
INFO:root:034: Acc-tr:  94.41, Acc-val:  81.35, L-tr: 0.1477, L-val: 0.7234
INFO:root:035: Acc-tr:  90.95, Acc-val:  78.92, L-tr: 0.2674, L-val: 0.9153
INFO:root:036: Acc-tr:  96.90, Acc-val:  83.35, L-tr: 0.0874, L-val: 0.6509
INFO:root:037: Acc-tr:  94.58, Acc-val:  81.52, L-tr: 0.1508, L-val: 0.7660
INFO:root:038: Acc-tr:  91.57, Acc-val:  79.15, L-tr: 0.2379, L-val: 0.8729
INFO:root:039: Acc-tr:  95.13, Acc-val:  82.06, L-tr: 0.1350, L-val: 0.7008
INFO:root:040: Acc-tr:  96.15, Acc-val:  83.13, L-tr: 0.1057, L-val: 0.6638
INFO:root:041: Acc-tr:  96.73, Acc-val:  82.97, L-tr: 0.0898, L-val: 0.6621
INFO:root:042: Acc-tr:  97.34, Acc-val:  83.66, L-tr: 0.0746, L-val: 0.6518
INFO:root:043: Acc-tr:  94.84, Acc-val:  81.47, L-tr: 0.1425, L-val: 0.7544
INFO:root:044: Acc-tr:  95.09, Acc-val:  81.74, L-tr: 0.1339, L-val: 0.7000
INFO:root:045: Acc-tr:  95.24, Acc-val:  82.15, L-tr: 0.1372, L-val: 0.7819
INFO:root:046: Acc-tr:  93.09, Acc-val:  79.72, L-tr: 0.1938, L-val: 0.8597
INFO:root:047: Acc-tr:  94.45, Acc-val:  81.17, L-tr: 0.1620, L-val: 0.7760
INFO:root:048: Acc-tr:  97.93, Acc-val:  84.39, L-tr: 0.0602, L-val: 0.6236
INFO:root:049: Acc-tr:  94.08, Acc-val:  80.09, L-tr: 0.1721, L-val: 0.8358
INFO:root:050: Acc-tr:  96.32, Acc-val:  82.16, L-tr: 0.1032, L-val: 0.8000
INFO:root:051: Acc-tr:  97.09, Acc-val:  83.05, L-tr: 0.0845, L-val: 0.6809
INFO:root:052: Acc-tr:  97.02, Acc-val:  82.57, L-tr: 0.0839, L-val: 0.7025
INFO:root:053: Acc-tr:  96.52, Acc-val:  82.63, L-tr: 0.0973, L-val: 0.7293
INFO:root:054: Acc-tr:  97.95, Acc-val:  84.36, L-tr: 0.0591, L-val: 0.6686
INFO:root:055: Acc-tr:  96.34, Acc-val:  82.08, L-tr: 0.1035, L-val: 0.8315
INFO:root:056: Acc-tr:  97.11, Acc-val:  83.30, L-tr: 0.0826, L-val: 0.6991
INFO:root:057: Acc-tr:  97.84, Acc-val:  83.10, L-tr: 0.0626, L-val: 0.6895
INFO:root:058: Acc-tr:  97.77, Acc-val:  84.10, L-tr: 0.0640, L-val: 0.6889
INFO:root:059: Acc-tr:  96.58, Acc-val:  82.71, L-tr: 0.0954, L-val: 0.7377
INFO:root:060: Acc-tr:  95.71, Acc-val:  81.11, L-tr: 0.1218, L-val: 0.8146
INFO:root:061: Acc-tr:  97.16, Acc-val:  83.18, L-tr: 0.0813, L-val: 0.7047
INFO:root:062: Acc-tr:  96.12, Acc-val:  81.54, L-tr: 0.1127, L-val: 0.8022
INFO:root:063: Acc-tr:  97.40, Acc-val:  83.04, L-tr: 0.0733, L-val: 0.7516
INFO:root:064: Acc-tr:  96.83, Acc-val:  82.30, L-tr: 0.0965, L-val: 0.8023
INFO:root:065: Acc-tr:  97.69, Acc-val:  83.23, L-tr: 0.0666, L-val: 0.6977
INFO:root:066: Acc-tr:  94.68, Acc-val:  80.90, L-tr: 0.1534, L-val: 0.8602
INFO:root:067: Acc-tr:  96.29, Acc-val:  83.16, L-tr: 0.1028, L-val: 0.7173
INFO:root:068: Acc-tr:  97.92, Acc-val:  83.72, L-tr: 0.0600, L-val: 0.6797
INFO:root:069: Acc-tr:  97.38, Acc-val:  83.27, L-tr: 0.0719, L-val: 0.7154
INFO:root:070: Acc-tr:  94.04, Acc-val:  81.43, L-tr: 0.1662, L-val: 0.8567
INFO:root:071: Acc-tr:  97.22, Acc-val:  83.11, L-tr: 0.0804, L-val: 0.7816
INFO:root:072: Acc-tr:  96.73, Acc-val:  82.26, L-tr: 0.0890, L-val: 0.7713
INFO:root:073: Acc-tr:  97.47, Acc-val:  83.45, L-tr: 0.0750, L-val: 0.7130
INFO:root:074: Acc-tr:  95.90, Acc-val:  81.90, L-tr: 0.1158, L-val: 0.7794
INFO:root:075: Acc-tr:  97.49, Acc-val:  83.52, L-tr: 0.0709, L-val: 0.7227
INFO:root:076: Acc-tr:  97.03, Acc-val:  83.01, L-tr: 0.0843, L-val: 0.7363
INFO:root:077: Acc-tr:  94.88, Acc-val:  80.98, L-tr: 0.1497, L-val: 0.8931
INFO:root:078: Acc-tr:  97.23, Acc-val:  83.03, L-tr: 0.0756, L-val: 0.7533
INFO:root:079: Acc-tr:  96.54, Acc-val:  81.86, L-tr: 0.1006, L-val: 0.7878
INFO:root:080: Acc-tr:  96.37, Acc-val:  82.71, L-tr: 0.1011, L-val: 0.7844
INFO:root:081: Acc-tr:  96.34, Acc-val:  82.12, L-tr: 0.1042, L-val: 0.7982
INFO:root:082: Acc-tr:  92.92, Acc-val:  79.67, L-tr: 0.2233, L-val: 1.0122
INFO:root:083: Acc-tr:  95.85, Acc-val:  80.96, L-tr: 0.1182, L-val: 0.8407
INFO:root:084: Acc-tr:  98.50, Acc-val:  84.22, L-tr: 0.0441, L-val: 0.6808
INFO:root:085: Acc-tr:  97.47, Acc-val:  82.97, L-tr: 0.0724, L-val: 0.7274
INFO:root:086: Acc-tr:  98.58, Acc-val:  84.29, L-tr: 0.0426, L-val: 0.6962
INFO:root:087: Acc-tr:  98.27, Acc-val:  83.83, L-tr: 0.0494, L-val: 0.6971
INFO:root:088: Acc-tr:  97.04, Acc-val:  83.28, L-tr: 0.0849, L-val: 0.7714
INFO:root:089: Acc-tr:  98.02, Acc-val:  84.15, L-tr: 0.0577, L-val: 0.6942
INFO:root:090: Acc-tr:  96.71, Acc-val:  82.36, L-tr: 0.0924, L-val: 0.7887
INFO:root:091: Acc-tr:  94.31, Acc-val:  79.65, L-tr: 0.1661, L-val: 0.9372
INFO:root:092: Acc-tr:  98.12, Acc-val:  83.61, L-tr: 0.0520, L-val: 0.7071
INFO:root:093: Acc-tr:  98.66, Acc-val:  84.44, L-tr: 0.0406, L-val: 0.6758
INFO:root:094: Acc-tr:  98.56, Acc-val:  84.44, L-tr: 0.0431, L-val: 0.6869
INFO:root:095: Acc-tr:  97.89, Acc-val:  83.37, L-tr: 0.0613, L-val: 0.7224
INFO:root:096: Acc-tr:  97.75, Acc-val:  83.51, L-tr: 0.0638, L-val: 0.7443
INFO:root:097: Acc-tr:  98.99, Acc-val:  84.98, L-tr: 0.0318, L-val: 0.6510
INFO:root:098: Acc-tr:  98.61, Acc-val:  84.38, L-tr: 0.0412, L-val: 0.6594
INFO:root:099: Acc-tr:  97.73, Acc-val:  83.46, L-tr: 0.0658, L-val: 0.7126
INFO:root:100: Acc-tr:  96.71, Acc-val:  82.99, L-tr: 0.0918, L-val: 0.7472
INFO:root:101: Acc-tr:  95.85, Acc-val:  82.01, L-tr: 0.1193, L-val: 0.8516
INFO:root:102: Acc-tr:  97.85, Acc-val:  83.33, L-tr: 0.0615, L-val: 0.7103
INFO:root:103: Acc-tr:  97.72, Acc-val:  83.28, L-tr: 0.0649, L-val: 0.7494
INFO:root:104: Acc-tr:  95.48, Acc-val:  81.76, L-tr: 0.1282, L-val: 0.8423
INFO:root:105: Acc-tr:  98.08, Acc-val:  83.61, L-tr: 0.0553, L-val: 0.7023
INFO:root:106: Acc-tr:  96.79, Acc-val:  82.78, L-tr: 0.0922, L-val: 0.7716
INFO:root:107: Acc-tr:  97.17, Acc-val:  83.59, L-tr: 0.0820, L-val: 0.7667
INFO:root:108: Acc-tr:  97.38, Acc-val:  83.12, L-tr: 0.0730, L-val: 0.7375
INFO:root:109: Acc-tr:  98.24, Acc-val:  83.63, L-tr: 0.0519, L-val: 0.7041
INFO:root:110: Acc-tr:  96.36, Acc-val:  82.10, L-tr: 0.1099, L-val: 0.8430
INFO:root:111: Acc-tr:  97.99, Acc-val:  83.59, L-tr: 0.0588, L-val: 0.7421
INFO:root:112: Acc-tr:  92.51, Acc-val:  78.66, L-tr: 0.2266, L-val: 1.0497
INFO:root:113: Acc-tr:  96.18, Acc-val:  81.93, L-tr: 0.1063, L-val: 0.8229
INFO:root:114: Acc-tr:  98.40, Acc-val:  84.00, L-tr: 0.0486, L-val: 0.6862
INFO:root:115: Acc-tr:  97.38, Acc-val:  82.90, L-tr: 0.0744, L-val: 0.7656
INFO:root:116: Acc-tr:  97.10, Acc-val:  82.89, L-tr: 0.0797, L-val: 0.7527
INFO:root:117: Acc-tr:  95.96, Acc-val:  81.98, L-tr: 0.1221, L-val: 0.8566
INFO:root:118: Acc-tr:  95.50, Acc-val:  80.69, L-tr: 0.1282, L-val: 0.8972
INFO:root:119: Acc-tr:  98.36, Acc-val:  83.95, L-tr: 0.0475, L-val: 0.6784
INFO:root:120: Acc-tr:  98.50, Acc-val:  84.48, L-tr: 0.0452, L-val: 0.6509
INFO:root:121: Acc-tr:  95.15, Acc-val:  80.91, L-tr: 0.1399, L-val: 0.8879
INFO:root:122: Acc-tr:  97.57, Acc-val:  83.09, L-tr: 0.0693, L-val: 0.7578
INFO:root:123: Acc-tr:  98.50, Acc-val:  84.80, L-tr: 0.0447, L-val: 0.6887
INFO:root:124: Acc-tr:  96.10, Acc-val:  81.76, L-tr: 0.1142, L-val: 0.8613
INFO:root:125: Acc-tr:  96.57, Acc-val:  82.24, L-tr: 0.0949, L-val: 0.7930
INFO:root:126: Acc-tr:  95.94, Acc-val:  82.09, L-tr: 0.1312, L-val: 0.8442
INFO:root:127: Acc-tr:  97.38, Acc-val:  83.81, L-tr: 0.0733, L-val: 0.7607
INFO:root:128: Acc-tr:  97.96, Acc-val:  83.95, L-tr: 0.0581, L-val: 0.7726
INFO:root:129: Acc-tr:  97.60, Acc-val:  83.19, L-tr: 0.0689, L-val: 0.7803
INFO:root:130: Acc-tr:  98.31, Acc-val:  83.95, L-tr: 0.0468, L-val: 0.6854
INFO:root:131: Acc-tr:  97.89, Acc-val:  83.22, L-tr: 0.0599, L-val: 0.7493
INFO:root:132: Acc-tr:  96.86, Acc-val:  83.03, L-tr: 0.0862, L-val: 0.8152
INFO:root:133: Acc-tr:  98.34, Acc-val:  84.26, L-tr: 0.0465, L-val: 0.7190
INFO:root:134: Acc-tr:  97.47, Acc-val:  82.92, L-tr: 0.0704, L-val: 0.7807
INFO:root:135: Acc-tr:  99.16, Acc-val:  85.43, L-tr: 0.0276, L-val: 0.6374
INFO:root:136: Acc-tr:  97.92, Acc-val:  83.16, L-tr: 0.0588, L-val: 0.7190
INFO:root:137: Acc-tr:  97.97, Acc-val:  83.51, L-tr: 0.0572, L-val: 0.7498
INFO:root:138: Acc-tr:  98.08, Acc-val:  83.61, L-tr: 0.0538, L-val: 0.7117
INFO:root:139: Acc-tr:  97.74, Acc-val:  83.96, L-tr: 0.0620, L-val: 0.7380
INFO:root:140: Acc-tr:  97.76, Acc-val:  83.60, L-tr: 0.0636, L-val: 0.7446
INFO:root:141: Acc-tr:  98.22, Acc-val:  84.11, L-tr: 0.0506, L-val: 0.7203
INFO:root:142: Acc-tr:  96.74, Acc-val:  82.92, L-tr: 0.0960, L-val: 0.7696
INFO:root:143: Acc-tr:  97.79, Acc-val:  83.17, L-tr: 0.0649, L-val: 0.6980
INFO:root:144: Acc-tr:  98.07, Acc-val:  84.33, L-tr: 0.0558, L-val: 0.6752
INFO:root:145: Acc-tr:  98.70, Acc-val:  84.50, L-tr: 0.0399, L-val: 0.7060
INFO:root:146: Acc-tr:  97.35, Acc-val:  83.14, L-tr: 0.0749, L-val: 0.7288
INFO:root:147: Acc-tr:  98.04, Acc-val:  83.89, L-tr: 0.0545, L-val: 0.7336
INFO:root:148: Acc-tr:  98.34, Acc-val:  84.38, L-tr: 0.0495, L-val: 0.6898
INFO:root:149: Acc-tr:  98.64, Acc-val:  84.61, L-tr: 0.0396, L-val: 0.7135
INFO:root:150: Acc-tr:  99.99, Acc-val:  87.21, L-tr: 0.0027, L-val: 0.5599
INFO:root:151: Acc-tr: 100.00, Acc-val:  87.36, L-tr: 0.0016, L-val: 0.5555
INFO:root:152: Acc-tr: 100.00, Acc-val:  87.42, L-tr: 0.0012, L-val: 0.5513
INFO:root:153: Acc-tr: 100.00, Acc-val:  87.44, L-tr: 0.0010, L-val: 0.5530
INFO:root:154: Acc-tr: 100.00, Acc-val:  87.53, L-tr: 0.0007, L-val: 0.5567
INFO:root:155: Acc-tr: 100.00, Acc-val:  87.55, L-tr: 0.0007, L-val: 0.5533
INFO:root:156: Acc-tr: 100.00, Acc-val:  87.64, L-tr: 0.0006, L-val: 0.5597
INFO:root:157: Acc-tr: 100.00, Acc-val:  87.64, L-tr: 0.0005, L-val: 0.5629
INFO:root:158: Acc-tr: 100.00, Acc-val:  87.57, L-tr: 0.0004, L-val: 0.5652
INFO:root:159: Acc-tr: 100.00, Acc-val:  87.64, L-tr: 0.0004, L-val: 0.5636
INFO:root:160: Acc-tr: 100.00, Acc-val:  87.68, L-tr: 0.0004, L-val: 0.5659
INFO:root:161: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0003, L-val: 0.5707
INFO:root:162: Acc-tr: 100.00, Acc-val:  87.80, L-tr: 0.0003, L-val: 0.5658
INFO:root:163: Acc-tr: 100.00, Acc-val:  87.81, L-tr: 0.0003, L-val: 0.5673
INFO:root:164: Acc-tr: 100.00, Acc-val:  87.71, L-tr: 0.0003, L-val: 0.5708
INFO:root:165: Acc-tr: 100.00, Acc-val:  87.88, L-tr: 0.0003, L-val: 0.5735
INFO:root:166: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0003, L-val: 0.5708
INFO:root:167: Acc-tr: 100.00, Acc-val:  87.64, L-tr: 0.0003, L-val: 0.5776
INFO:root:168: Acc-tr: 100.00, Acc-val:  87.84, L-tr: 0.0002, L-val: 0.5722
INFO:root:169: Acc-tr: 100.00, Acc-val:  87.81, L-tr: 0.0002, L-val: 0.5701
INFO:root:170: Acc-tr: 100.00, Acc-val:  87.75, L-tr: 0.0002, L-val: 0.5758
INFO:root:171: Acc-tr: 100.00, Acc-val:  87.83, L-tr: 0.0002, L-val: 0.5748
INFO:root:172: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0002, L-val: 0.5758
INFO:root:173: Acc-tr: 100.00, Acc-val:  87.75, L-tr: 0.0002, L-val: 0.5735
INFO:root:174: Acc-tr: 100.00, Acc-val:  87.91, L-tr: 0.0002, L-val: 0.5744
INFO:root:175: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0002, L-val: 0.5803
INFO:root:176: Acc-tr: 100.00, Acc-val:  87.71, L-tr: 0.0002, L-val: 0.5806
INFO:root:177: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0002, L-val: 0.5813
INFO:root:178: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0002, L-val: 0.5855
INFO:root:179: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0002, L-val: 0.5827
INFO:root:180: Acc-tr: 100.00, Acc-val:  87.80, L-tr: 0.0002, L-val: 0.5812
INFO:root:181: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5829
INFO:root:182: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5831
INFO:root:183: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0001, L-val: 0.5826
INFO:root:184: Acc-tr: 100.00, Acc-val:  87.84, L-tr: 0.0001, L-val: 0.5840
INFO:root:185: Acc-tr: 100.00, Acc-val:  87.82, L-tr: 0.0001, L-val: 0.5793
INFO:root:186: Acc-tr: 100.00, Acc-val:  87.75, L-tr: 0.0001, L-val: 0.5835
INFO:root:187: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5788
INFO:root:188: Acc-tr: 100.00, Acc-val:  87.78, L-tr: 0.0001, L-val: 0.5849
INFO:root:189: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0001, L-val: 0.5834
INFO:root:190: Acc-tr: 100.00, Acc-val:  87.83, L-tr: 0.0001, L-val: 0.5847
INFO:root:191: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0001, L-val: 0.5851
INFO:root:192: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0001, L-val: 0.5879
INFO:root:193: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0001, L-val: 0.5839
INFO:root:194: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0001, L-val: 0.5845
INFO:root:195: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0001, L-val: 0.5862
INFO:root:196: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5831
INFO:root:197: Acc-tr: 100.00, Acc-val:  87.88, L-tr: 0.0001, L-val: 0.5855
INFO:root:198: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5845
INFO:root:199: Acc-tr: 100.00, Acc-val:  87.78, L-tr: 0.0001, L-val: 0.5900
INFO:root:200: Acc-tr: 100.00, Acc-val:  87.77, L-tr: 0.0001, L-val: 0.5887
INFO:root:201: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0001, L-val: 0.5865
INFO:root:202: Acc-tr: 100.00, Acc-val:  87.80, L-tr: 0.0001, L-val: 0.5825
INFO:root:203: Acc-tr: 100.00, Acc-val:  87.81, L-tr: 0.0001, L-val: 0.5842
INFO:root:204: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0001, L-val: 0.5840
INFO:root:205: Acc-tr: 100.00, Acc-val:  88.07, L-tr: 0.0001, L-val: 0.5853
INFO:root:206: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0001, L-val: 0.5837
INFO:root:207: Acc-tr: 100.00, Acc-val:  87.96, L-tr: 0.0001, L-val: 0.5861
INFO:root:208: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0001, L-val: 0.5868
INFO:root:209: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0001, L-val: 0.5855
INFO:root:210: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0001, L-val: 0.5896
INFO:root:211: Acc-tr: 100.00, Acc-val:  87.96, L-tr: 0.0001, L-val: 0.5869
INFO:root:212: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5837
INFO:root:213: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5877
INFO:root:214: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5872
INFO:root:215: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0001, L-val: 0.5861
INFO:root:216: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5787
INFO:root:217: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5777
INFO:root:218: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0001, L-val: 0.5801
INFO:root:219: Acc-tr: 100.00, Acc-val:  87.92, L-tr: 0.0001, L-val: 0.5818
INFO:root:220: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0001, L-val: 0.5763
INFO:root:221: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5782
INFO:root:222: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5773
INFO:root:223: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5807
INFO:root:224: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5791
INFO:root:225: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5819
INFO:root:226: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5808
INFO:root:227: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5787
INFO:root:228: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5803
INFO:root:229: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0001, L-val: 0.5826
INFO:root:230: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0001, L-val: 0.5840
INFO:root:231: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5822
INFO:root:232: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0001, L-val: 0.5846
INFO:root:233: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5805
INFO:root:234: Acc-tr: 100.00, Acc-val:  87.98, L-tr: 0.0001, L-val: 0.5841
INFO:root:235: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5809
INFO:root:236: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5813
INFO:root:237: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5829
INFO:root:238: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5789
INFO:root:239: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5797
INFO:root:240: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5812
INFO:root:241: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5814
INFO:root:242: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5802
INFO:root:243: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5826
INFO:root:244: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5821
INFO:root:245: Acc-tr: 100.00, Acc-val:  87.91, L-tr: 0.0001, L-val: 0.5820
INFO:root:246: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5808
INFO:root:247: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5807
INFO:root:248: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5814
INFO:root:249: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5815
INFO:root:250: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5791
INFO:root:251: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5788
INFO:root:252: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5785
INFO:root:253: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5812
INFO:root:254: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5817
INFO:root:255: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5807
INFO:root:256: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5798
INFO:root:257: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5804
INFO:root:258: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0001, L-val: 0.5777
INFO:root:259: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5818
INFO:root:260: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5815
INFO:root:261: Acc-tr: 100.00, Acc-val:  88.12, L-tr: 0.0001, L-val: 0.5813
INFO:root:262: Acc-tr: 100.00, Acc-val:  88.07, L-tr: 0.0001, L-val: 0.5812
INFO:root:263: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5810
INFO:root:264: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0001, L-val: 0.5791
INFO:root:265: Acc-tr: 100.00, Acc-val:  87.98, L-tr: 0.0001, L-val: 0.5796
INFO:root:266: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0001, L-val: 0.5804
