INFO:root:Number of parameters: 77850
INFO:root:000: Acc-tr:  47.90, Acc-val:  47.69, L-tr: 1.4560, L-val: 1.4634
INFO:root:050: Acc-tr:  85.63, Acc-val:  79.84, L-tr: 0.4200, L-val: 0.6383
INFO:root:051: Acc-tr:  85.60, Acc-val:  80.02, L-tr: 0.4194, L-val: 0.6362
INFO:root:052: Acc-tr:  85.63, Acc-val:  79.83, L-tr: 0.4173, L-val: 0.6351
INFO:root:053: Acc-tr:  85.52, Acc-val:  79.63, L-tr: 0.4225, L-val: 0.6422
INFO:root:054: Acc-tr:  85.67, Acc-val:  80.05, L-tr: 0.4178, L-val: 0.6369
INFO:root:055: Acc-tr:  85.73, Acc-val:  79.92, L-tr: 0.4160, L-val: 0.6347
INFO:root:056: Acc-tr:  85.71, Acc-val:  80.07, L-tr: 0.4191, L-val: 0.6395
INFO:root:057: Acc-tr:  85.78, Acc-val:  80.05, L-tr: 0.4148, L-val: 0.6364
INFO:root:058: Acc-tr:  85.82, Acc-val:  79.95, L-tr: 0.4147, L-val: 0.6361
INFO:root:059: Acc-tr:  85.81, Acc-val:  79.97, L-tr: 0.4150, L-val: 0.6344
INFO:root:060: Acc-tr:  85.60, Acc-val:  79.72, L-tr: 0.4200, L-val: 0.6398
INFO:root:061: Acc-tr:  85.92, Acc-val:  80.15, L-tr: 0.4102, L-val: 0.6309
INFO:root:062: Acc-tr:  85.75, Acc-val:  80.05, L-tr: 0.4149, L-val: 0.6356
INFO:root:063: Acc-tr:  85.82, Acc-val:  80.03, L-tr: 0.4130, L-val: 0.6321
INFO:root:064: Acc-tr:  85.64, Acc-val:  79.97, L-tr: 0.4183, L-val: 0.6406
INFO:root:065: Acc-tr:  85.53, Acc-val:  79.96, L-tr: 0.4230, L-val: 0.6442
INFO:root:066: Acc-tr:  85.62, Acc-val:  79.96, L-tr: 0.4210, L-val: 0.6425
INFO:root:067: Acc-tr:  85.67, Acc-val:  79.87, L-tr: 0.4177, L-val: 0.6387
INFO:root:068: Acc-tr:  85.73, Acc-val:  79.73, L-tr: 0.4164, L-val: 0.6366
INFO:root:069: Acc-tr:  85.69, Acc-val:  80.04, L-tr: 0.4180, L-val: 0.6393
INFO:root:070: Acc-tr:  86.01, Acc-val:  80.34, L-tr: 0.4084, L-val: 0.6309
INFO:root:071: Acc-tr:  85.77, Acc-val:  80.09, L-tr: 0.4141, L-val: 0.6334
INFO:root:072: Acc-tr:  85.94, Acc-val:  80.19, L-tr: 0.4117, L-val: 0.6317
INFO:root:073: Acc-tr:  86.03, Acc-val:  80.23, L-tr: 0.4085, L-val: 0.6299
INFO:root:074: Acc-tr:  85.97, Acc-val:  80.21, L-tr: 0.4095, L-val: 0.6320
INFO:root:075: Acc-tr:  86.12, Acc-val:  80.28, L-tr: 0.4051, L-val: 0.6261
INFO:root:076: Acc-tr:  85.54, Acc-val:  79.79, L-tr: 0.4222, L-val: 0.6434
INFO:root:077: Acc-tr:  85.74, Acc-val:  80.08, L-tr: 0.4174, L-val: 0.6384
INFO:root:078: Acc-tr:  85.78, Acc-val:  79.72, L-tr: 0.4164, L-val: 0.6375
INFO:root:079: Acc-tr:  85.78, Acc-val:  80.01, L-tr: 0.4147, L-val: 0.6357
INFO:root:080: Acc-tr:  85.87, Acc-val:  80.04, L-tr: 0.4122, L-val: 0.6325
INFO:root:081: Acc-tr:  85.96, Acc-val:  80.01, L-tr: 0.4105, L-val: 0.6313
INFO:root:082: Acc-tr:  85.67, Acc-val:  79.84, L-tr: 0.4183, L-val: 0.6386
INFO:root:083: Acc-tr:  85.84, Acc-val:  80.07, L-tr: 0.4133, L-val: 0.6327
INFO:root:084: Acc-tr:  85.84, Acc-val:  80.11, L-tr: 0.4133, L-val: 0.6342
INFO:root:085: Acc-tr:  85.84, Acc-val:  79.90, L-tr: 0.4131, L-val: 0.6331
INFO:root:086: Acc-tr:  85.65, Acc-val:  79.95, L-tr: 0.4193, L-val: 0.6407
INFO:root:087: Acc-tr:  85.53, Acc-val:  79.78, L-tr: 0.4217, L-val: 0.6409
INFO:root:088: Acc-tr:  85.33, Acc-val:  79.50, L-tr: 0.4291, L-val: 0.6494
INFO:root:089: Acc-tr:  85.53, Acc-val:  79.97, L-tr: 0.4225, L-val: 0.6447
INFO:root:090: Acc-tr:  86.40, Acc-val:  80.58, L-tr: 0.3995, L-val: 0.6226
INFO:root:091: Acc-tr:  85.72, Acc-val:  79.85, L-tr: 0.4162, L-val: 0.6370
INFO:root:092: Acc-tr:  85.80, Acc-val:  80.06, L-tr: 0.4169, L-val: 0.6390
INFO:root:093: Acc-tr:  85.56, Acc-val:  79.76, L-tr: 0.4227, L-val: 0.6441
INFO:root:094: Acc-tr:  85.65, Acc-val:  80.05, L-tr: 0.4186, L-val: 0.6390
INFO:root:095: Acc-tr:  85.58, Acc-val:  79.81, L-tr: 0.4199, L-val: 0.6403
INFO:root:096: Acc-tr:  85.48, Acc-val:  79.57, L-tr: 0.4240, L-val: 0.6441
INFO:root:097: Acc-tr:  85.34, Acc-val:  79.47, L-tr: 0.4280, L-val: 0.6488
INFO:root:098: Acc-tr:  85.39, Acc-val:  79.69, L-tr: 0.4264, L-val: 0.6459
INFO:root:099: Acc-tr:  85.87, Acc-val:  80.11, L-tr: 0.4127, L-val: 0.6335
