INFO:root:Number of parameters: 272282
INFO:root:000: Acc-tr:  62.31, Acc-val:  61.01, L-tr: 1.0435, L-val: 1.0677
INFO:root:064: Acc-tr:  95.46, Acc-val:  82.79, L-tr: 0.1278, L-val: 0.6555
INFO:root:065: Acc-tr:  96.19, Acc-val:  83.66, L-tr: 0.1085, L-val: 0.5818
INFO:root:066: Acc-tr:  95.57, Acc-val:  83.05, L-tr: 0.1227, L-val: 0.6261
INFO:root:067: Acc-tr:  94.79, Acc-val:  82.62, L-tr: 0.1476, L-val: 0.6441
INFO:root:068: Acc-tr:  95.18, Acc-val:  82.54, L-tr: 0.1353, L-val: 0.6782
INFO:root:069: Acc-tr:  94.71, Acc-val:  81.94, L-tr: 0.1437, L-val: 0.6577
INFO:root:070: Acc-tr:  96.27, Acc-val:  82.96, L-tr: 0.1072, L-val: 0.6419
INFO:root:071: Acc-tr:  97.06, Acc-val:  84.11, L-tr: 0.0855, L-val: 0.5963
INFO:root:072: Acc-tr:  93.36, Acc-val:  81.12, L-tr: 0.2007, L-val: 0.7671
INFO:root:073: Acc-tr:  95.67, Acc-val:  82.89, L-tr: 0.1199, L-val: 0.6814
INFO:root:074: Acc-tr:  96.43, Acc-val:  83.14, L-tr: 0.1014, L-val: 0.6571
INFO:root:075: Acc-tr:  94.48, Acc-val:  81.16, L-tr: 0.1546, L-val: 0.7094
INFO:root:076: Acc-tr:  95.77, Acc-val:  82.75, L-tr: 0.1205, L-val: 0.6637
INFO:root:077: Acc-tr:  96.51, Acc-val:  83.45, L-tr: 0.0977, L-val: 0.6324
INFO:root:078: Acc-tr:  95.52, Acc-val:  82.80, L-tr: 0.1252, L-val: 0.6639
INFO:root:079: Acc-tr:  95.44, Acc-val:  83.05, L-tr: 0.1225, L-val: 0.6351
INFO:root:080: Acc-tr:  95.69, Acc-val:  82.66, L-tr: 0.1220, L-val: 0.6581
INFO:root:081: Acc-tr:  95.34, Acc-val:  82.72, L-tr: 0.1330, L-val: 0.6522
INFO:root:082: Acc-tr:  94.52, Acc-val:  81.78, L-tr: 0.1499, L-val: 0.7212
INFO:root:083: Acc-tr:  95.13, Acc-val:  82.32, L-tr: 0.1342, L-val: 0.6754
INFO:root:084: Acc-tr:  97.41, Acc-val:  84.46, L-tr: 0.0772, L-val: 0.5778
INFO:root:085: Acc-tr:  96.69, Acc-val:  84.18, L-tr: 0.0936, L-val: 0.6036
INFO:root:086: Acc-tr:  96.21, Acc-val:  83.54, L-tr: 0.1078, L-val: 0.6106
INFO:root:087: Acc-tr:  96.85, Acc-val:  83.35, L-tr: 0.0956, L-val: 0.5954
INFO:root:088: Acc-tr:  97.40, Acc-val:  83.88, L-tr: 0.0783, L-val: 0.6002
INFO:root:089: Acc-tr:  98.02, Acc-val:  84.10, L-tr: 0.0636, L-val: 0.5710
INFO:root:090: Acc-tr:  95.10, Acc-val:  82.27, L-tr: 0.1398, L-val: 0.7207
INFO:root:091: Acc-tr:  93.99, Acc-val:  82.08, L-tr: 0.1667, L-val: 0.6980
INFO:root:092: Acc-tr:  96.23, Acc-val:  82.81, L-tr: 0.1070, L-val: 0.6291
INFO:root:093: Acc-tr:  93.09, Acc-val:  80.34, L-tr: 0.2000, L-val: 0.7855
INFO:root:094: Acc-tr:  94.46, Acc-val:  82.34, L-tr: 0.1549, L-val: 0.6903
INFO:root:095: Acc-tr:  94.23, Acc-val:  81.67, L-tr: 0.1606, L-val: 0.7192
INFO:root:096: Acc-tr:  95.40, Acc-val:  82.26, L-tr: 0.1283, L-val: 0.6641
INFO:root:097: Acc-tr:  95.28, Acc-val:  83.03, L-tr: 0.1302, L-val: 0.6312
INFO:root:098: Acc-tr:  93.93, Acc-val:  81.27, L-tr: 0.1739, L-val: 0.7313
INFO:root:099: Acc-tr:  96.38, Acc-val:  83.36, L-tr: 0.1019, L-val: 0.6469
INFO:root:100: Acc-tr:  96.77, Acc-val:  84.20, L-tr: 0.0917, L-val: 0.6028
INFO:root:101: Acc-tr:  96.36, Acc-val:  82.62, L-tr: 0.1043, L-val: 0.6338
INFO:root:102: Acc-tr:  97.53, Acc-val:  84.11, L-tr: 0.0717, L-val: 0.5876
INFO:root:103: Acc-tr:  95.41, Acc-val:  82.64, L-tr: 0.1283, L-val: 0.6631
INFO:root:104: Acc-tr:  96.69, Acc-val:  83.83, L-tr: 0.0964, L-val: 0.5947
INFO:root:105: Acc-tr:  94.66, Acc-val:  81.74, L-tr: 0.1416, L-val: 0.7102
INFO:root:106: Acc-tr:  97.00, Acc-val:  83.78, L-tr: 0.0866, L-val: 0.6154
INFO:root:107: Acc-tr:  94.75, Acc-val:  82.71, L-tr: 0.1518, L-val: 0.6952
INFO:root:108: Acc-tr:  95.97, Acc-val:  82.90, L-tr: 0.1148, L-val: 0.6327
INFO:root:109: Acc-tr:  97.48, Acc-val:  84.74, L-tr: 0.0731, L-val: 0.5751
INFO:root:110: Acc-tr:  97.59, Acc-val:  84.76, L-tr: 0.0695, L-val: 0.5818
INFO:root:111: Acc-tr:  95.97, Acc-val:  82.78, L-tr: 0.1153, L-val: 0.6799
INFO:root:112: Acc-tr:  96.36, Acc-val:  83.61, L-tr: 0.1064, L-val: 0.6667
INFO:root:113: Acc-tr:  96.10, Acc-val:  83.61, L-tr: 0.1128, L-val: 0.6204
INFO:root:114: Acc-tr:  97.34, Acc-val:  83.87, L-tr: 0.0794, L-val: 0.5700
INFO:root:115: Acc-tr:  96.51, Acc-val:  84.01, L-tr: 0.0970, L-val: 0.6520
INFO:root:116: Acc-tr:  94.94, Acc-val:  82.32, L-tr: 0.1406, L-val: 0.6793
INFO:root:117: Acc-tr:  96.05, Acc-val:  83.61, L-tr: 0.1141, L-val: 0.6392
INFO:root:118: Acc-tr:  94.13, Acc-val:  81.75, L-tr: 0.1685, L-val: 0.7323
INFO:root:119: Acc-tr:  96.96, Acc-val:  84.23, L-tr: 0.0905, L-val: 0.5742
INFO:root:120: Acc-tr:  96.74, Acc-val:  84.13, L-tr: 0.0954, L-val: 0.6231
INFO:root:121: Acc-tr:  93.51, Acc-val:  81.96, L-tr: 0.1811, L-val: 0.7524
INFO:root:122: Acc-tr:  97.13, Acc-val:  84.08, L-tr: 0.0849, L-val: 0.6066
INFO:root:123: Acc-tr:  96.89, Acc-val:  83.39, L-tr: 0.0908, L-val: 0.6139
INFO:root:124: Acc-tr:  95.99, Acc-val:  83.36, L-tr: 0.1116, L-val: 0.6286
INFO:root:125: Acc-tr:  96.49, Acc-val:  83.76, L-tr: 0.0991, L-val: 0.6356
INFO:root:126: Acc-tr:  96.40, Acc-val:  83.78, L-tr: 0.1020, L-val: 0.5852
INFO:root:127: Acc-tr:  96.55, Acc-val:  84.11, L-tr: 0.0984, L-val: 0.6204
INFO:root:128: Acc-tr:  96.62, Acc-val:  83.19, L-tr: 0.0985, L-val: 0.6207
INFO:root:129: Acc-tr:  96.65, Acc-val:  83.80, L-tr: 0.0971, L-val: 0.6313
INFO:root:130: Acc-tr:  97.24, Acc-val:  84.22, L-tr: 0.0794, L-val: 0.6281
INFO:root:131: Acc-tr:  97.15, Acc-val:  83.62, L-tr: 0.0821, L-val: 0.6052
INFO:root:132: Acc-tr:  95.38, Acc-val:  82.24, L-tr: 0.1326, L-val: 0.6927
INFO:root:133: Acc-tr:  96.08, Acc-val:  83.17, L-tr: 0.1085, L-val: 0.6701
INFO:root:134: Acc-tr:  95.59, Acc-val:  82.55, L-tr: 0.1292, L-val: 0.6833
INFO:root:135: Acc-tr:  95.28, Acc-val:  82.82, L-tr: 0.1293, L-val: 0.6680
INFO:root:136: Acc-tr:  91.57, Acc-val:  79.05, L-tr: 0.2365, L-val: 0.8888
INFO:root:137: Acc-tr:  94.85, Acc-val:  82.15, L-tr: 0.1441, L-val: 0.6874
INFO:root:138: Acc-tr:  96.47, Acc-val:  83.84, L-tr: 0.1030, L-val: 0.6111
INFO:root:139: Acc-tr:  94.52, Acc-val:  82.59, L-tr: 0.1524, L-val: 0.7184
INFO:root:140: Acc-tr:  95.35, Acc-val:  82.64, L-tr: 0.1308, L-val: 0.6862
INFO:root:141: Acc-tr:  97.07, Acc-val:  83.98, L-tr: 0.0852, L-val: 0.6326
INFO:root:142: Acc-tr:  96.00, Acc-val:  82.83, L-tr: 0.1194, L-val: 0.6787
INFO:root:143: Acc-tr:  97.15, Acc-val:  84.07, L-tr: 0.0822, L-val: 0.6298
INFO:root:144: Acc-tr:  94.65, Acc-val:  81.79, L-tr: 0.1504, L-val: 0.7276
INFO:root:145: Acc-tr:  97.20, Acc-val:  84.05, L-tr: 0.0796, L-val: 0.6408
INFO:root:146: Acc-tr:  96.04, Acc-val:  83.37, L-tr: 0.1112, L-val: 0.6264
INFO:root:147: Acc-tr:  94.29, Acc-val:  81.84, L-tr: 0.1550, L-val: 0.7340
INFO:root:148: Acc-tr:  94.50, Acc-val:  82.29, L-tr: 0.1500, L-val: 0.7084
INFO:root:149: Acc-tr:  95.98, Acc-val:  83.03, L-tr: 0.1156, L-val: 0.6758
INFO:root:150: Acc-tr:  99.92, Acc-val:  87.55, L-tr: 0.0085, L-val: 0.4859
INFO:root:151: Acc-tr:  99.96, Acc-val:  87.42, L-tr: 0.0064, L-val: 0.4933
INFO:root:152: Acc-tr:  99.99, Acc-val:  87.48, L-tr: 0.0040, L-val: 0.4976
INFO:root:153: Acc-tr:  99.99, Acc-val:  87.62, L-tr: 0.0029, L-val: 0.5054
INFO:root:154: Acc-tr:  99.99, Acc-val:  87.72, L-tr: 0.0024, L-val: 0.5070
INFO:root:155: Acc-tr: 100.00, Acc-val:  87.44, L-tr: 0.0022, L-val: 0.5196
INFO:root:156: Acc-tr: 100.00, Acc-val:  87.61, L-tr: 0.0017, L-val: 0.5224
INFO:root:157: Acc-tr: 100.00, Acc-val:  87.57, L-tr: 0.0014, L-val: 0.5255
INFO:root:158: Acc-tr: 100.00, Acc-val:  87.70, L-tr: 0.0013, L-val: 0.5310
INFO:root:159: Acc-tr: 100.00, Acc-val:  87.44, L-tr: 0.0012, L-val: 0.5338
INFO:root:160: Acc-tr: 100.00, Acc-val:  87.58, L-tr: 0.0011, L-val: 0.5330
INFO:root:161: Acc-tr: 100.00, Acc-val:  87.78, L-tr: 0.0010, L-val: 0.5388
INFO:root:162: Acc-tr: 100.00, Acc-val:  87.69, L-tr: 0.0010, L-val: 0.5436
INFO:root:163: Acc-tr: 100.00, Acc-val:  87.49, L-tr: 0.0008, L-val: 0.5551
INFO:root:164: Acc-tr: 100.00, Acc-val:  87.57, L-tr: 0.0008, L-val: 0.5538
INFO:root:165: Acc-tr: 100.00, Acc-val:  87.73, L-tr: 0.0007, L-val: 0.5557
INFO:root:166: Acc-tr: 100.00, Acc-val:  87.82, L-tr: 0.0006, L-val: 0.5522
INFO:root:167: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0006, L-val: 0.5551
INFO:root:168: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0005, L-val: 0.5550
INFO:root:169: Acc-tr: 100.00, Acc-val:  87.69, L-tr: 0.0006, L-val: 0.5587
INFO:root:170: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0006, L-val: 0.5574
INFO:root:171: Acc-tr: 100.00, Acc-val:  87.59, L-tr: 0.0006, L-val: 0.5692
INFO:root:172: Acc-tr: 100.00, Acc-val:  87.68, L-tr: 0.0005, L-val: 0.5650
INFO:root:173: Acc-tr: 100.00, Acc-val:  87.79, L-tr: 0.0004, L-val: 0.5588
INFO:root:174: Acc-tr: 100.00, Acc-val:  87.70, L-tr: 0.0004, L-val: 0.5626
INFO:root:175: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0004, L-val: 0.5605
INFO:root:176: Acc-tr: 100.00, Acc-val:  87.79, L-tr: 0.0004, L-val: 0.5612
INFO:root:177: Acc-tr: 100.00, Acc-val:  87.63, L-tr: 0.0004, L-val: 0.5618
INFO:root:178: Acc-tr: 100.00, Acc-val:  87.79, L-tr: 0.0004, L-val: 0.5645
INFO:root:179: Acc-tr: 100.00, Acc-val:  87.78, L-tr: 0.0004, L-val: 0.5660
INFO:root:180: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0004, L-val: 0.5636
INFO:root:181: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0004, L-val: 0.5704
INFO:root:182: Acc-tr: 100.00, Acc-val:  87.74, L-tr: 0.0003, L-val: 0.5624
INFO:root:183: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0003, L-val: 0.5699
INFO:root:184: Acc-tr: 100.00, Acc-val:  87.73, L-tr: 0.0003, L-val: 0.5664
INFO:root:185: Acc-tr: 100.00, Acc-val:  87.64, L-tr: 0.0003, L-val: 0.5678
INFO:root:186: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0003, L-val: 0.5703
INFO:root:187: Acc-tr: 100.00, Acc-val:  87.79, L-tr: 0.0003, L-val: 0.5702
INFO:root:188: Acc-tr: 100.00, Acc-val:  87.80, L-tr: 0.0003, L-val: 0.5721
INFO:root:189: Acc-tr: 100.00, Acc-val:  87.77, L-tr: 0.0003, L-val: 0.5671
INFO:root:190: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0003, L-val: 0.5618
INFO:root:191: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0003, L-val: 0.5684
INFO:root:192: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0003, L-val: 0.5721
INFO:root:193: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0002, L-val: 0.5718
INFO:root:194: Acc-tr: 100.00, Acc-val:  87.79, L-tr: 0.0003, L-val: 0.5801
INFO:root:195: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0003, L-val: 0.5675
INFO:root:196: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0002, L-val: 0.5796
INFO:root:197: Acc-tr: 100.00, Acc-val:  87.94, L-tr: 0.0002, L-val: 0.5809
INFO:root:198: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0003, L-val: 0.5721
INFO:root:199: Acc-tr: 100.00, Acc-val:  87.91, L-tr: 0.0002, L-val: 0.5761
INFO:root:200: Acc-tr: 100.00, Acc-val:  87.65, L-tr: 0.0003, L-val: 0.5820
INFO:root:201: Acc-tr: 100.00, Acc-val:  87.84, L-tr: 0.0002, L-val: 0.5724
INFO:root:202: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0002, L-val: 0.5797
INFO:root:203: Acc-tr: 100.00, Acc-val:  87.86, L-tr: 0.0002, L-val: 0.5735
INFO:root:204: Acc-tr: 100.00, Acc-val:  87.85, L-tr: 0.0002, L-val: 0.5736
INFO:root:205: Acc-tr: 100.00, Acc-val:  87.84, L-tr: 0.0002, L-val: 0.5727
INFO:root:206: Acc-tr: 100.00, Acc-val:  87.82, L-tr: 0.0002, L-val: 0.5826
INFO:root:207: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0002, L-val: 0.5790
INFO:root:208: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0002, L-val: 0.5711
INFO:root:209: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0002, L-val: 0.5740
INFO:root:210: Acc-tr: 100.00, Acc-val:  88.07, L-tr: 0.0002, L-val: 0.5742
INFO:root:211: Acc-tr: 100.00, Acc-val:  87.87, L-tr: 0.0002, L-val: 0.5746
INFO:root:212: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0002, L-val: 0.5786
INFO:root:213: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0002, L-val: 0.5779
INFO:root:214: Acc-tr: 100.00, Acc-val:  87.96, L-tr: 0.0002, L-val: 0.5717
INFO:root:215: Acc-tr: 100.00, Acc-val:  87.88, L-tr: 0.0002, L-val: 0.5744
INFO:root:216: Acc-tr: 100.00, Acc-val:  87.92, L-tr: 0.0002, L-val: 0.5764
INFO:root:217: Acc-tr: 100.00, Acc-val:  87.82, L-tr: 0.0002, L-val: 0.5780
INFO:root:218: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0002, L-val: 0.5793
INFO:root:219: Acc-tr: 100.00, Acc-val:  88.17, L-tr: 0.0002, L-val: 0.5777
INFO:root:220: Acc-tr: 100.00, Acc-val:  87.89, L-tr: 0.0002, L-val: 0.5796
INFO:root:221: Acc-tr: 100.00, Acc-val:  87.92, L-tr: 0.0002, L-val: 0.5840
INFO:root:222: Acc-tr: 100.00, Acc-val:  87.88, L-tr: 0.0002, L-val: 0.5880
INFO:root:223: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0002, L-val: 0.5784
INFO:root:224: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0002, L-val: 0.5808
INFO:root:225: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0002, L-val: 0.5742
INFO:root:226: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0002, L-val: 0.5746
INFO:root:227: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0002, L-val: 0.5698
INFO:root:228: Acc-tr: 100.00, Acc-val:  88.13, L-tr: 0.0002, L-val: 0.5765
INFO:root:229: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0002, L-val: 0.5744
INFO:root:230: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0002, L-val: 0.5754
INFO:root:231: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0001, L-val: 0.5713
INFO:root:232: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5693
INFO:root:233: Acc-tr: 100.00, Acc-val:  88.16, L-tr: 0.0002, L-val: 0.5722
INFO:root:234: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5725
INFO:root:235: Acc-tr: 100.00, Acc-val:  88.18, L-tr: 0.0001, L-val: 0.5704
INFO:root:236: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0002, L-val: 0.5723
INFO:root:237: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0002, L-val: 0.5759
INFO:root:238: Acc-tr: 100.00, Acc-val:  88.16, L-tr: 0.0001, L-val: 0.5702
INFO:root:239: Acc-tr: 100.00, Acc-val:  88.21, L-tr: 0.0002, L-val: 0.5720
INFO:root:240: Acc-tr: 100.00, Acc-val:  88.07, L-tr: 0.0001, L-val: 0.5657
INFO:root:241: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5665
INFO:root:242: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5641
INFO:root:243: Acc-tr: 100.00, Acc-val:  88.16, L-tr: 0.0001, L-val: 0.5659
INFO:root:244: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0002, L-val: 0.5728
INFO:root:245: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5728
INFO:root:246: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5713
INFO:root:247: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5687
INFO:root:248: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5700
INFO:root:249: Acc-tr: 100.00, Acc-val:  87.98, L-tr: 0.0001, L-val: 0.5702
INFO:root:250: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5725
INFO:root:251: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5694
INFO:root:252: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5673
INFO:root:253: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5751
INFO:root:254: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0002, L-val: 0.5799
INFO:root:255: Acc-tr: 100.00, Acc-val:  87.90, L-tr: 0.0001, L-val: 0.5715
INFO:root:256: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5657
INFO:root:257: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5743
INFO:root:258: Acc-tr: 100.00, Acc-val:  88.12, L-tr: 0.0001, L-val: 0.5687
INFO:root:259: Acc-tr: 100.00, Acc-val:  88.16, L-tr: 0.0001, L-val: 0.5690
INFO:root:260: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5756
INFO:root:261: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5712
INFO:root:262: Acc-tr: 100.00, Acc-val:  88.07, L-tr: 0.0001, L-val: 0.5690
INFO:root:263: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5655
INFO:root:264: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5704
INFO:root:265: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5721
INFO:root:266: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5711
