INFO:root:Number of parameters: 272282
INFO:root:000: Acc-tr:  51.89, Acc-val:  51.75, L-tr: 1.3902, L-val: 1.3975
INFO:root:001: Acc-tr:  59.10, Acc-val:  57.41, L-tr: 1.1674, L-val: 1.2140
INFO:root:002: Acc-tr:  67.91, Acc-val:  66.15, L-tr: 0.8953, L-val: 0.9683
INFO:root:003: Acc-tr:  73.55, Acc-val:  71.04, L-tr: 0.7686, L-val: 0.8518
INFO:root:004: Acc-tr:  77.12, Acc-val:  74.37, L-tr: 0.6568, L-val: 0.7650
INFO:root:005: Acc-tr:  76.91, Acc-val:  73.79, L-tr: 0.6724, L-val: 0.7878
INFO:root:006: Acc-tr:  79.90, Acc-val:  75.79, L-tr: 0.5808, L-val: 0.7294
INFO:root:007: Acc-tr:  84.21, Acc-val:  79.05, L-tr: 0.4530, L-val: 0.6216
INFO:root:008: Acc-tr:  82.01, Acc-val:  76.96, L-tr: 0.5178, L-val: 0.7182
INFO:root:009: Acc-tr:  85.68, Acc-val:  79.70, L-tr: 0.4180, L-val: 0.6367
INFO:root:010: Acc-tr:  83.09, Acc-val:  77.46, L-tr: 0.4895, L-val: 0.7288
INFO:root:011: Acc-tr:  83.36, Acc-val:  76.61, L-tr: 0.5102, L-val: 0.7811
INFO:root:012: Acc-tr:  86.51, Acc-val:  79.29, L-tr: 0.3893, L-val: 0.6755
INFO:root:013: Acc-tr:  86.55, Acc-val:  79.41, L-tr: 0.3873, L-val: 0.6687
INFO:root:014: Acc-tr:  87.38, Acc-val:  79.08, L-tr: 0.3608, L-val: 0.6760
INFO:root:015: Acc-tr:  91.59, Acc-val:  82.42, L-tr: 0.2384, L-val: 0.5538
INFO:root:016: Acc-tr:  87.86, Acc-val:  79.07, L-tr: 0.3423, L-val: 0.6804
INFO:root:017: Acc-tr:  90.29, Acc-val:  80.70, L-tr: 0.2655, L-val: 0.6113
INFO:root:018: Acc-tr:  89.84, Acc-val:  81.19, L-tr: 0.2793, L-val: 0.6334
INFO:root:019: Acc-tr:  90.95, Acc-val:  80.70, L-tr: 0.2507, L-val: 0.6558
INFO:root:020: Acc-tr:  97.69, Acc-val:  85.47, L-tr: 0.0822, L-val: 0.4634
INFO:root:021: Acc-tr:  98.01, Acc-val:  85.35, L-tr: 0.0702, L-val: 0.4769
INFO:root:022: Acc-tr:  98.48, Acc-val:  85.63, L-tr: 0.0571, L-val: 0.4856
INFO:root:023: Acc-tr:  98.60, Acc-val:  85.44, L-tr: 0.0523, L-val: 0.5001
INFO:root:024: Acc-tr:  98.91, Acc-val:  85.56, L-tr: 0.0436, L-val: 0.5113
INFO:root:025: Acc-tr:  99.02, Acc-val:  85.42, L-tr: 0.0405, L-val: 0.5260
INFO:root:026: Acc-tr:  99.13, Acc-val:  85.68, L-tr: 0.0354, L-val: 0.5287
INFO:root:027: Acc-tr:  99.22, Acc-val:  85.28, L-tr: 0.0335, L-val: 0.5411
INFO:root:028: Acc-tr:  99.42, Acc-val:  85.54, L-tr: 0.0283, L-val: 0.5480
INFO:root:029: Acc-tr:  99.50, Acc-val:  85.56, L-tr: 0.0253, L-val: 0.5534
INFO:root:030: Acc-tr:  99.54, Acc-val:  85.61, L-tr: 0.0231, L-val: 0.5659
INFO:root:031: Acc-tr:  99.65, Acc-val:  85.44, L-tr: 0.0206, L-val: 0.5652
INFO:root:032: Acc-tr:  99.64, Acc-val:  85.38, L-tr: 0.0193, L-val: 0.5850
INFO:root:033: Acc-tr:  99.66, Acc-val:  85.36, L-tr: 0.0184, L-val: 0.5851
INFO:root:034: Acc-tr:  99.75, Acc-val:  85.48, L-tr: 0.0153, L-val: 0.5827
INFO:root:035: Acc-tr:  99.75, Acc-val:  85.52, L-tr: 0.0148, L-val: 0.5975
INFO:root:036: Acc-tr:  99.79, Acc-val:  85.53, L-tr: 0.0138, L-val: 0.5993
INFO:root:037: Acc-tr:  99.81, Acc-val:  85.36, L-tr: 0.0126, L-val: 0.6127
INFO:root:038: Acc-tr:  99.81, Acc-val:  85.44, L-tr: 0.0124, L-val: 0.6135
INFO:root:039: Acc-tr:  99.87, Acc-val:  85.38, L-tr: 0.0110, L-val: 0.6212
INFO:root:040: Acc-tr:  99.91, Acc-val:  85.74, L-tr: 0.0091, L-val: 0.6163
INFO:root:041: Acc-tr:  99.91, Acc-val:  85.52, L-tr: 0.0090, L-val: 0.6233
INFO:root:042: Acc-tr:  99.91, Acc-val:  85.68, L-tr: 0.0086, L-val: 0.6227
INFO:root:043: Acc-tr:  99.92, Acc-val:  85.54, L-tr: 0.0079, L-val: 0.6197
INFO:root:044: Acc-tr:  99.91, Acc-val:  85.61, L-tr: 0.0085, L-val: 0.6277
INFO:root:045: Acc-tr:  99.92, Acc-val:  85.65, L-tr: 0.0081, L-val: 0.6238
INFO:root:046: Acc-tr:  99.91, Acc-val:  85.64, L-tr: 0.0083, L-val: 0.6280
INFO:root:047: Acc-tr:  99.92, Acc-val:  85.71, L-tr: 0.0079, L-val: 0.6280
INFO:root:048: Acc-tr:  99.92, Acc-val:  85.50, L-tr: 0.0075, L-val: 0.6236
INFO:root:049: Acc-tr:  99.92, Acc-val:  85.63, L-tr: 0.0077, L-val: 0.6341
INFO:root:050: Acc-tr:  99.91, Acc-val:  85.67, L-tr: 0.0077, L-val: 0.6284
INFO:root:051: Acc-tr:  99.93, Acc-val:  85.76, L-tr: 0.0072, L-val: 0.6274
INFO:root:052: Acc-tr:  99.94, Acc-val:  85.61, L-tr: 0.0069, L-val: 0.6273
INFO:root:053: Acc-tr:  99.94, Acc-val:  85.68, L-tr: 0.0071, L-val: 0.6298
INFO:root:054: Acc-tr:  99.93, Acc-val:  85.59, L-tr: 0.0071, L-val: 0.6299
INFO:root:055: Acc-tr:  99.94, Acc-val:  85.61, L-tr: 0.0069, L-val: 0.6284
INFO:root:056: Acc-tr:  99.94, Acc-val:  85.61, L-tr: 0.0069, L-val: 0.6317
INFO:root:057: Acc-tr:  99.94, Acc-val:  85.57, L-tr: 0.0064, L-val: 0.6337
INFO:root:058: Acc-tr:  99.95, Acc-val:  85.55, L-tr: 0.0063, L-val: 0.6362
INFO:root:059: Acc-tr:  99.95, Acc-val:  85.64, L-tr: 0.0064, L-val: 0.6331
INFO:root:060: Acc-tr:  99.95, Acc-val:  85.66, L-tr: 0.0062, L-val: 0.6308
INFO:root:061: Acc-tr:  99.94, Acc-val:  85.59, L-tr: 0.0063, L-val: 0.6335
INFO:root:062: Acc-tr:  99.94, Acc-val:  85.71, L-tr: 0.0063, L-val: 0.6331
INFO:root:063: Acc-tr:  99.95, Acc-val:  85.54, L-tr: 0.0065, L-val: 0.6318
INFO:root:064: Acc-tr:  99.94, Acc-val:  85.62, L-tr: 0.0064, L-val: 0.6323
INFO:root:065: Acc-tr:  99.95, Acc-val:  85.60, L-tr: 0.0062, L-val: 0.6341
INFO:root:066: Acc-tr:  99.95, Acc-val:  85.60, L-tr: 0.0060, L-val: 0.6319
INFO:root:067: Acc-tr:  99.94, Acc-val:  85.55, L-tr: 0.0066, L-val: 0.6389
INFO:root:068: Acc-tr:  99.94, Acc-val:  85.58, L-tr: 0.0063, L-val: 0.6346
INFO:root:069: Acc-tr:  99.95, Acc-val:  85.61, L-tr: 0.0062, L-val: 0.6315
INFO:root:070: Acc-tr:  99.95, Acc-val:  85.74, L-tr: 0.0065, L-val: 0.6311
INFO:root:071: Acc-tr:  99.94, Acc-val:  85.72, L-tr: 0.0062, L-val: 0.6333
INFO:root:072: Acc-tr:  99.94, Acc-val:  85.63, L-tr: 0.0064, L-val: 0.6298
INFO:root:073: Acc-tr:  99.94, Acc-val:  85.64, L-tr: 0.0063, L-val: 0.6350
INFO:root:074: Acc-tr:  99.95, Acc-val:  85.67, L-tr: 0.0060, L-val: 0.6297
INFO:root:075: Acc-tr:  99.94, Acc-val:  85.54, L-tr: 0.0066, L-val: 0.6369
INFO:root:076: Acc-tr:  99.94, Acc-val:  85.67, L-tr: 0.0062, L-val: 0.6352
INFO:root:077: Acc-tr:  99.95, Acc-val:  85.67, L-tr: 0.0064, L-val: 0.6319
INFO:root:078: Acc-tr:  99.95, Acc-val:  85.51, L-tr: 0.0065, L-val: 0.6388
INFO:root:079: Acc-tr:  99.95, Acc-val:  85.62, L-tr: 0.0066, L-val: 0.6366
INFO:root:080: Acc-tr:  99.94, Acc-val:  85.61, L-tr: 0.0066, L-val: 0.6305
INFO:root:081: Acc-tr:  99.95, Acc-val:  85.70, L-tr: 0.0064, L-val: 0.6318
INFO:root:082: Acc-tr:  99.95, Acc-val:  85.57, L-tr: 0.0064, L-val: 0.6343
INFO:root:083: Acc-tr:  99.94, Acc-val:  85.72, L-tr: 0.0063, L-val: 0.6391
INFO:root:084: Acc-tr:  99.95, Acc-val:  85.57, L-tr: 0.0059, L-val: 0.6335
INFO:root:085: Acc-tr:  99.94, Acc-val:  85.55, L-tr: 0.0068, L-val: 0.6348
INFO:root:086: Acc-tr:  99.95, Acc-val:  85.65, L-tr: 0.0063, L-val: 0.6345
INFO:root:087: Acc-tr:  99.94, Acc-val:  85.65, L-tr: 0.0066, L-val: 0.6382
INFO:root:088: Acc-tr:  99.95, Acc-val:  85.61, L-tr: 0.0064, L-val: 0.6365
INFO:root:089: Acc-tr:  99.94, Acc-val:  85.62, L-tr: 0.0062, L-val: 0.6351
INFO:root:090: Acc-tr:  99.94, Acc-val:  85.57, L-tr: 0.0064, L-val: 0.6392
INFO:root:091: Acc-tr:  99.95, Acc-val:  85.63, L-tr: 0.0060, L-val: 0.6324
INFO:root:092: Acc-tr:  99.94, Acc-val:  85.63, L-tr: 0.0063, L-val: 0.6315
INFO:root:093: Acc-tr:  99.95, Acc-val:  85.44, L-tr: 0.0062, L-val: 0.6342
INFO:root:094: Acc-tr:  99.95, Acc-val:  85.66, L-tr: 0.0064, L-val: 0.6363
INFO:root:095: Acc-tr:  99.94, Acc-val:  85.60, L-tr: 0.0065, L-val: 0.6406
INFO:root:096: Acc-tr:  99.95, Acc-val:  85.64, L-tr: 0.0067, L-val: 0.6338
INFO:root:097: Acc-tr:  99.94, Acc-val:  85.63, L-tr: 0.0065, L-val: 0.6368
INFO:root:098: Acc-tr:  99.95, Acc-val:  85.60, L-tr: 0.0059, L-val: 0.6309
INFO:root:099: Acc-tr:  99.94, Acc-val:  85.56, L-tr: 0.0062, L-val: 0.6311
