INFO:root:Number of parameters: 272282
INFO:root:000: Acc-tr:  49.30, Acc-val:  48.59, L-tr: 1.4087, L-val: 1.4392
INFO:root:060: Acc-tr:  97.14, Acc-val:  86.43, L-tr: 0.0801, L-val: 0.5101
INFO:root:061: Acc-tr:  97.15, Acc-val:  86.46, L-tr: 0.0793, L-val: 0.5080
INFO:root:062: Acc-tr:  97.18, Acc-val:  86.34, L-tr: 0.0790, L-val: 0.5099
INFO:root:063: Acc-tr:  97.19, Acc-val:  86.50, L-tr: 0.0785, L-val: 0.5077
INFO:root:064: Acc-tr:  97.22, Acc-val:  86.48, L-tr: 0.0785, L-val: 0.5097
INFO:root:065: Acc-tr:  97.33, Acc-val:  86.62, L-tr: 0.0753, L-val: 0.5061
INFO:root:066: Acc-tr:  97.29, Acc-val:  86.63, L-tr: 0.0773, L-val: 0.5056
INFO:root:067: Acc-tr:  97.27, Acc-val:  86.49, L-tr: 0.0766, L-val: 0.5063
INFO:root:068: Acc-tr:  97.36, Acc-val:  86.54, L-tr: 0.0739, L-val: 0.5057
INFO:root:069: Acc-tr:  97.34, Acc-val:  86.74, L-tr: 0.0744, L-val: 0.5046
INFO:root:070: Acc-tr:  97.15, Acc-val:  86.55, L-tr: 0.0798, L-val: 0.5103
INFO:root:071: Acc-tr:  97.29, Acc-val:  86.50, L-tr: 0.0764, L-val: 0.5087
INFO:root:072: Acc-tr:  97.20, Acc-val:  86.51, L-tr: 0.0778, L-val: 0.5091
INFO:root:073: Acc-tr:  97.22, Acc-val:  86.52, L-tr: 0.0780, L-val: 0.5089
INFO:root:074: Acc-tr:  97.20, Acc-val:  86.57, L-tr: 0.0783, L-val: 0.5105
INFO:root:075: Acc-tr:  97.21, Acc-val:  86.46, L-tr: 0.0794, L-val: 0.5118
INFO:root:076: Acc-tr:  97.35, Acc-val:  86.63, L-tr: 0.0743, L-val: 0.5066
INFO:root:077: Acc-tr:  97.25, Acc-val:  86.43, L-tr: 0.0775, L-val: 0.5092
INFO:root:078: Acc-tr:  97.16, Acc-val:  86.50, L-tr: 0.0799, L-val: 0.5124
INFO:root:079: Acc-tr:  97.34, Acc-val:  86.60, L-tr: 0.0746, L-val: 0.5039
INFO:root:080: Acc-tr:  97.22, Acc-val:  86.65, L-tr: 0.0782, L-val: 0.5104
INFO:root:081: Acc-tr:  97.28, Acc-val:  86.68, L-tr: 0.0763, L-val: 0.5084
INFO:root:082: Acc-tr:  97.26, Acc-val:  86.53, L-tr: 0.0772, L-val: 0.5072
INFO:root:083: Acc-tr:  97.14, Acc-val:  86.42, L-tr: 0.0812, L-val: 0.5122
INFO:root:084: Acc-tr:  97.14, Acc-val:  86.67, L-tr: 0.0802, L-val: 0.5116
INFO:root:085: Acc-tr:  97.14, Acc-val:  86.33, L-tr: 0.0803, L-val: 0.5097
INFO:root:086: Acc-tr:  97.28, Acc-val:  86.60, L-tr: 0.0769, L-val: 0.5078
INFO:root:087: Acc-tr:  97.16, Acc-val:  86.54, L-tr: 0.0800, L-val: 0.5105
INFO:root:088: Acc-tr:  97.39, Acc-val:  86.60, L-tr: 0.0737, L-val: 0.5027
INFO:root:089: Acc-tr:  97.27, Acc-val:  86.44, L-tr: 0.0760, L-val: 0.5081
INFO:root:090: Acc-tr:  97.28, Acc-val:  86.51, L-tr: 0.0770, L-val: 0.5095
INFO:root:091: Acc-tr:  97.11, Acc-val:  86.38, L-tr: 0.0816, L-val: 0.5113
INFO:root:092: Acc-tr:  97.30, Acc-val:  86.62, L-tr: 0.0762, L-val: 0.5070
INFO:root:093: Acc-tr:  97.10, Acc-val:  86.54, L-tr: 0.0808, L-val: 0.5119
INFO:root:094: Acc-tr:  97.25, Acc-val:  86.46, L-tr: 0.0775, L-val: 0.5081
INFO:root:095: Acc-tr:  97.09, Acc-val:  86.39, L-tr: 0.0821, L-val: 0.5141
INFO:root:096: Acc-tr:  97.14, Acc-val:  86.59, L-tr: 0.0798, L-val: 0.5103
INFO:root:097: Acc-tr:  97.08, Acc-val:  86.38, L-tr: 0.0822, L-val: 0.5169
INFO:root:098: Acc-tr:  97.25, Acc-val:  86.56, L-tr: 0.0777, L-val: 0.5098
INFO:root:099: Acc-tr:  97.07, Acc-val:  86.38, L-tr: 0.0827, L-val: 0.5158
