INFO:root:Number of parameters: 272282
INFO:root:000: Acc-tr:  49.30, Acc-val:  48.59, L-tr: 1.4087, L-val: 1.4392
INFO:root:001: Acc-tr:  60.21, Acc-val:  59.47, L-tr: 1.1464, L-val: 1.1791
INFO:root:002: Acc-tr:  66.60, Acc-val:  65.41, L-tr: 0.9777, L-val: 1.0267
INFO:root:003: Acc-tr:  70.74, Acc-val:  69.62, L-tr: 0.8563, L-val: 0.9282
INFO:root:004: Acc-tr:  64.61, Acc-val:  62.44, L-tr: 1.1050, L-val: 1.1956
INFO:root:005: Acc-tr:  73.44, Acc-val:  71.41, L-tr: 0.7700, L-val: 0.8426
INFO:root:006: Acc-tr:  79.63, Acc-val:  77.25, L-tr: 0.5867, L-val: 0.6855
INFO:root:007: Acc-tr:  81.41, Acc-val:  77.83, L-tr: 0.5400, L-val: 0.6523
INFO:root:008: Acc-tr:  83.28, Acc-val:  79.52, L-tr: 0.4825, L-val: 0.6106
INFO:root:009: Acc-tr:  83.92, Acc-val:  80.20, L-tr: 0.4657, L-val: 0.5903
INFO:root:010: Acc-tr:  82.92, Acc-val:  79.12, L-tr: 0.4961, L-val: 0.6391
INFO:root:011: Acc-tr:  84.76, Acc-val:  80.68, L-tr: 0.4450, L-val: 0.6150
INFO:root:012: Acc-tr:  82.83, Acc-val:  78.81, L-tr: 0.5067, L-val: 0.6900
INFO:root:013: Acc-tr:  85.59, Acc-val:  81.07, L-tr: 0.4146, L-val: 0.5762
INFO:root:014: Acc-tr:  85.56, Acc-val:  80.24, L-tr: 0.4092, L-val: 0.5909
INFO:root:015: Acc-tr:  86.59, Acc-val:  81.62, L-tr: 0.3874, L-val: 0.5803
INFO:root:016: Acc-tr:  86.13, Acc-val:  81.37, L-tr: 0.3999, L-val: 0.5826
INFO:root:017: Acc-tr:  86.63, Acc-val:  81.47, L-tr: 0.3806, L-val: 0.5817
INFO:root:018: Acc-tr:  87.43, Acc-val:  81.79, L-tr: 0.3586, L-val: 0.5663
INFO:root:019: Acc-tr:  84.08, Acc-val:  79.32, L-tr: 0.4771, L-val: 0.7118
INFO:root:020: Acc-tr:  92.68, Acc-val:  85.62, L-tr: 0.2100, L-val: 0.4483
INFO:root:021: Acc-tr:  93.41, Acc-val:  86.08, L-tr: 0.1882, L-val: 0.4435
INFO:root:022: Acc-tr:  94.28, Acc-val:  86.58, L-tr: 0.1633, L-val: 0.4318
INFO:root:023: Acc-tr:  94.21, Acc-val:  86.13, L-tr: 0.1649, L-val: 0.4437
INFO:root:024: Acc-tr:  94.65, Acc-val:  86.66, L-tr: 0.1521, L-val: 0.4426
INFO:root:025: Acc-tr:  94.88, Acc-val:  86.66, L-tr: 0.1452, L-val: 0.4479
INFO:root:026: Acc-tr:  94.99, Acc-val:  86.52, L-tr: 0.1424, L-val: 0.4504
INFO:root:027: Acc-tr:  95.26, Acc-val:  86.76, L-tr: 0.1349, L-val: 0.4558
INFO:root:028: Acc-tr:  95.25, Acc-val:  86.44, L-tr: 0.1332, L-val: 0.4560
INFO:root:029: Acc-tr:  95.40, Acc-val:  86.56, L-tr: 0.1298, L-val: 0.4639
INFO:root:030: Acc-tr:  95.76, Acc-val:  86.90, L-tr: 0.1216, L-val: 0.4606
INFO:root:031: Acc-tr:  94.98, Acc-val:  85.93, L-tr: 0.1397, L-val: 0.4913
INFO:root:032: Acc-tr:  95.46, Acc-val:  86.19, L-tr: 0.1270, L-val: 0.4812
INFO:root:033: Acc-tr:  95.73, Acc-val:  86.18, L-tr: 0.1201, L-val: 0.4808
INFO:root:034: Acc-tr:  96.09, Acc-val:  86.54, L-tr: 0.1096, L-val: 0.4791
INFO:root:035: Acc-tr:  95.50, Acc-val:  85.85, L-tr: 0.1237, L-val: 0.5039
INFO:root:036: Acc-tr:  96.31, Acc-val:  86.63, L-tr: 0.1040, L-val: 0.4885
INFO:root:037: Acc-tr:  95.97, Acc-val:  86.24, L-tr: 0.1135, L-val: 0.5040
INFO:root:038: Acc-tr:  96.59, Acc-val:  86.67, L-tr: 0.0932, L-val: 0.4903
INFO:root:039: Acc-tr:  96.05, Acc-val:  86.12, L-tr: 0.1080, L-val: 0.5211
INFO:root:040: Acc-tr:  96.63, Acc-val:  86.50, L-tr: 0.0937, L-val: 0.5002
INFO:root:041: Acc-tr:  96.34, Acc-val:  86.30, L-tr: 0.1000, L-val: 0.5081
INFO:root:042: Acc-tr:  96.38, Acc-val:  86.29, L-tr: 0.0997, L-val: 0.5088
INFO:root:043: Acc-tr:  96.66, Acc-val:  86.46, L-tr: 0.0948, L-val: 0.5063
INFO:root:044: Acc-tr:  96.64, Acc-val:  86.54, L-tr: 0.0935, L-val: 0.5068
INFO:root:045: Acc-tr:  96.81, Acc-val:  86.63, L-tr: 0.0901, L-val: 0.5024
INFO:root:046: Acc-tr:  96.81, Acc-val:  86.47, L-tr: 0.0888, L-val: 0.5040
INFO:root:047: Acc-tr:  97.12, Acc-val:  86.62, L-tr: 0.0814, L-val: 0.4970
INFO:root:048: Acc-tr:  96.94, Acc-val:  86.57, L-tr: 0.0865, L-val: 0.5019
INFO:root:049: Acc-tr:  97.21, Acc-val:  86.92, L-tr: 0.0784, L-val: 0.4944
INFO:root:050: Acc-tr:  96.92, Acc-val:  86.61, L-tr: 0.0862, L-val: 0.5085
INFO:root:051: Acc-tr:  97.02, Acc-val:  86.57, L-tr: 0.0836, L-val: 0.5027
INFO:root:052: Acc-tr:  97.22, Acc-val:  86.63, L-tr: 0.0789, L-val: 0.5012
INFO:root:053: Acc-tr:  97.29, Acc-val:  86.82, L-tr: 0.0772, L-val: 0.5036
INFO:root:054: Acc-tr:  97.01, Acc-val:  86.46, L-tr: 0.0846, L-val: 0.5109
INFO:root:055: Acc-tr:  97.10, Acc-val:  86.41, L-tr: 0.0823, L-val: 0.5086
INFO:root:056: Acc-tr:  97.16, Acc-val:  86.57, L-tr: 0.0800, L-val: 0.5036
INFO:root:057: Acc-tr:  97.16, Acc-val:  86.46, L-tr: 0.0799, L-val: 0.5078
INFO:root:058: Acc-tr:  97.13, Acc-val:  86.54, L-tr: 0.0811, L-val: 0.5081
INFO:root:059: Acc-tr:  97.21, Acc-val:  86.47, L-tr: 0.0772, L-val: 0.5087
